id,elapsed_time,start_date_local,distance,name,moving_time,type
6453977954,4099,2021-12-31 17:17:00.000000 UTC,0.0,Gym,4099,WeightTraining
6458421797,3600,2022-01-01 16:00:05.000000 UTC,21449.3,Homers Nose,3600,Ride
6463677611,2700,2022-01-02 13:52:18.000000 UTC,14350.9,Birch,2700,Ride
6469457016,7084,2022-01-03 17:47:50.000000 UTC,0.0,Pickle,7084,Workout
6469557997,1840,2022-01-03 21:04:32.000000 UTC,15396.4,Showing Silas the Zwift Ropes,1840,VirtualRide
6484539471,6841,2022-01-06 17:10:08.000000 UTC,0.0,Pickle ,6841,Workout
6488051914,576,2022-01-07 13:32:11.000000 UTC,4624.3,warmup,576,VirtualRide
6488131023,1389,2022-01-07 13:43:09.000000 UTC,8829.5,Ramp Test,1389,Ride
6488150022,1464,2022-01-07 13:43:54.000000 UTC,0.0,Ramp Test,1464,Ride
6488233756,1800,2022-01-07 14:10:43.000000 UTC,9350.1,Taku,1800,Ride
6499598877,17155,2022-01-09 10:29:39.000000 UTC,25531.7,Morning Activity,4965,AlpineSki
6504127084,2700,2022-01-10 15:18:29.000000 UTC,14170.3,Monitor -4,2700,Ride
